"text","len","x0","y0","x1","y1","num_lines","is_article"
"2) Arrival Delay Prediction: The feature set used in the
arrival delay prediction phase consists of 12 airline on-time
performance data features and 24 weather features as shown
in Table I. It was observed that the departure features also
played a signiﬁcant role in the occurrence of arrival delays.
As a result, this feature set is an extension of the features used
for departure delay prediction.","399","0.50976471810458","0.092478275176768","0.9200057027451","0.1956264064899","7","1"
"TABLE I
FEATURES OF THE PREDICTIVE MODEL","40","0.3907575551634","0.91196184001263","0.60925786199346","0.93334726868687","2","0"
"Airports Considered
Flight On-time Performance data (Input)","59","0.12933006535948","0.87837605656566","0.34648924428105","0.90026393535354","2","0"
"Weather data (Input)","20","0.12933006535948","0.85523098080808","0.23937474673203","0.86529423838384","1","0"
"Selected Features","17","0.12933006535948","0.83208577878788","0.22213224281046","0.84214903636364","1","0"
"Classiﬁcation (Output)","22","0.12933006535948","0.79170699090909","0.2496499246732","0.80177024848485","1","0"
"Regression (Output)","19","0.12933006535948","0.7744734050505","0.23641851683007","0.78453666262626","1","0"
"ATL, LAX, ORD, DFW, DEN, JFK, SFO, CLT, LAS, PHX, MIA, IAH, SEA, MCO, EWR
Airline ID, Flight Number, Origin Airport ID, Destination Airport ID, Year, Quarter of Year,
Month, Day of Month, Scheduled Departure Time, Scheduled Arrival Time
Time of Observation, Temperature, Wind Speed, Wind Direction, Weather Code, Precipitation,
Humidity, Visibility, Pressure, Cloud Cover, Dew Point, Wind Chill, Wind Gust
Airline ID, Flight Number, Origin Airport ID, Destination Airport ID, Year, Quarter of Year,
Month, Day of Month, Day of Week, Scheduled Departure Time, Scheduled Arrival Time,
Wind Direction, Humidity, Pressure, Temperature
1 - indicates occurrence of delay
0 - indicates absence of delay
Numerical value of the ﬂight delay","730","0.36667320261438","0.7744734050505","0.87066482026144","0.90026393535354","11","1"
"TABLE II
FEATURE SELECTION RESULTS","34","0.19915555418301","0.72075981981061","0.37108888284314","0.74214524848485","2","0"
"Without Feature Selection
With Feature Selection","48","0.13169607843137","0.67534966767677","0.27050865343137","0.69723742020202","2","0"
"Accuracy
91.63
91.85","20","0.29069281045752","0.67534966767677","0.34038872810458","0.70906191515152","3","0"
"Time taken (s)
66
37","20","0.36057516339869","0.67534966767677","0.43854409918301","0.70906191515152","3","0"
"ensemble of oversampling and undersampling techniques was
performed. The results of sampling for arrival delay prediction
using Random Forest Classiﬁer is shown in Table III and it
was observed that SMOTE + Tomek Links had the highest
accuracy.","244","0.5097673795098","0.67111876555556","0.91999208539216","0.74407719989899","5","1"
"B. Classiﬁcation","16","0.080006535947712","0.62954252121212","0.1917113745098","0.64212156161616","1","0"
"Binary classiﬁcation was performed for predicting whether
a scheduled ﬂight is on-time or delayed. The dataset was
observed to be skewed; the number of on-time ﬂights were
much higher than the number of delayed ﬂights, constituting
of around 75% of the data. Taking into consideration the
imbalanced nature of the dataset, sampling of the dataset
was performed before classiﬁcation. Sampling is a statistical
technique performed to represent the desired distribution of a
class using a set of samples from the population. Sampling
methods handle the class-imbalance by changing the minority
and majority class sizes in the training set. We initially
performed a logic-based sampling wherein ten airports out of
the ﬁfteen airports were considered for training the model, the
selection of which was determined by maximising the ratio
of the minority class labels. By performing this logic-based
sampling, the class imbalance decreased and the accuracy of
the model improved considerably, but it was seen that class
imbalance still existed in the dataset. In view of this, a second
level of sampling was performed.","1112","0.080006535947712","0.33505963792929","0.49024752058824","0.61934720896465","19","1"
"Sampling can be classiﬁed into oversampling and undersam-
pling. Oversampling creates synthetic samples for the minority
class from the existing dataset to balance the distribution of
classes, whereas undersampling technique considers only a
subset of the majority class to balance the class distribution.
Both undersampling and oversampling were performed on
the dataset, and it was observed that oversampling tech-
niques performed better. Undersampling considers only a
sample from the majority class thus neglecting potentially
important information in the ignored examples albeit the fact
that it signiﬁcantly reduces the run time. Synthetic Minority
Over-sampling Technique (SMOTE) produced the best results
among the implemented oversampling techniques. Although
over-sampling minority class examples can balance class
distributions,
in data sets
the other issues usually present
with skewed class distributions are not solved. Therefore, an","948","0.080006535947712","0.092480391161616","0.49024752058824","0.33148215883838","18","1"
"TABLE III
SAMPLING RESULTS","26","0.65843244354575","0.6308946645202","0.77133398088235","0.65227908686869","2","0"
"Method
Without Sampling
Random Undersampler
SMOTE
SMOTE + Tomek","63","0.54726797385621","0.56183577878788","0.66973663464052","0.61919701616162","5","0"
"Accuracy
91.86
86.17
93.79
94.00","32","0.68992156862745","0.56183577878788","0.73961748627451","0.61919701616162","5","0"
"Recall (Minority class)
0.69
0.80
0.91
0.91","43","0.75980392156863","0.56183577878788","0.88249397401961","0.61919701616162","5","0"
"The following algorithms showed the highest accuracy from","57","0.52604575163399","0.53331398585859","0.9199916993464","0.54589302626263","1","0"
"those implemented.","18","0.50976862133987","0.51821913737374","0.63890800990196","0.53079817777778","1","0"
"1) Gradient Boosting Classiﬁer
2) Random Forest Classiﬁer
3) Extra-Trees Classiﬁer
4) AdaBoost Classiﬁer","104","0.52062655303922","0.45602710371212","0.73098066611111","0.51389068957071","4","0"
"C. Regression","13","0.50976862133987","0.43375088106061","0.60392495859477","0.44632992146465","1","0"
"In order to enhance the one-dimensional nature of binary
classiﬁcation, we attempted to extend the problem statement
by not only predicting the occurrence of ﬂight delays, but
also its numerical value. It was observed that the following
algorithms encompassed the lowest mean square errors from
those implemented.","313","0.50976862133987","0.33943575191919","0.91999332722222","0.42749029265152","6","1"
"1) Extra-Trees Regressor
2) Random Forest Regressor
3) Gradient Boosting Regressor
4) Multilayer Perceptron (MLP)","113","0.52062655303922","0.27724371825758","0.73728054552288","0.33510730411616","4","0"
"To improve our base results, we applied the following meth-
ods:
(A) Feature Scaling: Feature scaling is a technique used in
optimization problems involving datasets with varying
scales of features. The need for feature scaling is demon-
strated by the fact
the range of features do not
share the same scales, which heavily impact algorithms
such as Random Forests as shown in Table IV. Various
scaling algorithms were tested to optimise the model,
namely RobustScaler and StandardScaler. RobustScaler
scales features which are robust to outliers whereas Stan-
dardScaler removes the mean and scales to unit variance.","617","0.50976862133987","0.092473967474747","0.91999332722222","0.27291527045455","13","1"
"that","4","0.68263275434641","0.18304809","0.70705089160131","0.19562713040404","1","0"
"are","3","0.43587686993464","0.92270034949495","0.45575323366013","0.93527938989899","1","0"
"(B) Hyper-Parameter Tuning: Hyper-parameters","44","0.082725490196078","0.92270034949495","0.42129110261438","0.93527938989899","1","0"
"the
higher level properties of a model which cannot be
implicitly learnt by a machine learning model and must
be predeﬁned. Grid Search algorithm was used to exhaus-
tively search the hyper-parameter space for the optimum
parameter values for the estimators. The ﬁnal values of
the hyper parameters were validated by using the metrics
ﬁt and score provided by the Grid Search algorithm.
(C) Selective Training: The initial model was established by
training the model on the entirety of origin-destination
airport pairs. We further attempted to optimize the model
by performing selective training on the dataset with ref-
erence to origin-destination airport pairs. The model was
trained on single origin airport with multiple destination
airports whereby an increase in efﬁciency was observed.
Furthermore, the most efﬁcient model was ﬁnally ob-
tained by training single airport-destination pairs individ-
ually. The results of selective training are described in
Section VI.","976","0.082725490196078","0.65098427143939","0.49025280584967","0.93527938989899","19","1"
"TABLE V
DEPARTURE DELAY CLASSIFICATION PERFORMANCE","50","0.56746674526144","0.91196196627525","0.86230989251634","0.93334739494949","2","0"
"Algorithm","9","0.5668545751634","0.89020067777778","0.62112157957516","0.90026393535354","1","0"
"Accuracy","8","0.66275490196078","0.89020067777778","0.71245081960784","0.90026393535354","1","0"
"Random Forest
Gradient Boosting
AdaBoost
Extra-Trees
LOYOCV
K-Fold CV","69","0.54540522875817","0.80743047575758","0.64257012434641","0.87711873333333","6","0"
"86.00%
86.48%
78.35%
85.88%
82.91%
82.45%","41","0.66752777777778","0.80743047575758","0.70767780767974","0.87711873333333","6","0"
"Precision
1
0
0.91
0.82
0.95
0.81
0.80
0.77
0.88
0.84
0.90
0.78
0.91
0.80","73","0.73263725490196","0.80743047575758","0.79840306372549","0.90026393535354","15","0"
"Recall","6","0.83483496732026","0.89020067777778","0.86810883251634","0.90026393535354","1","0"
"0
0.92
0.96
0.82
0.89
0.92
0.90","31","0.81858823529412","0.80743047575758","0.84137855392157","0.88894322828283","7","0"
"1
0.79
0.76
0.74
0.82
0.74
0.75","31","0.86156535947712","0.80743047575758","0.88435567810458","0.88894322828283","7","0"
"TABLE VI
ARRIVAL DELAY CLASSIFICATION PERFORMANCE","49","0.57554887877451","0.76413481981061","0.85422819316993","0.78552024848485","2","0"
"Algorithm","9","0.5668545751634","0.74237365757576","0.62112157957516","0.75243691515152","1","0"
"Accuracy","8","0.66275490196078","0.74237365757576","0.71245081960784","0.75243691515152","1","0"
"Random Forest
Gradient Boosting
AdaBoost
Extra-Trees
LOYOCV
K-Fold CV","69","0.54540522875817","0.65960345555556","0.64257012434641","0.72929171313131","6","0"
"94.09%
94.35%
92.15%
93.73%
94.31%
93.13%","41","0.66752777777778","0.65960345555556","0.70767780767974","0.72929171313131","6","0"
"Precision
1
0
0.97
0.92
0.97
0.92
0.95
0.90
0.95
0.93
0.98
0.91
0.95
0.92","73","0.73263725490196","0.65960345555556","0.79840306372549","0.75243691515152","15","0"
"Recall","6","0.83483496732026","0.74237365757576","0.86810883251634","0.75243691515152","1","0"
"0
0.97
0.97
0.95
0.95
0.98
0.94","31","0.81858823529412","0.65960345555556","0.84137855392157","0.74111494545455","7","0"
"1
0.91
0.92
0.89
0.93
0.91
0.92","31","0.86156535947712","0.65960345555556","0.88435567810458","0.74111494545455","7","0"
"TABLE IV
FEATURE SCALING RESULTS","32","0.20558142312092","0.60848809886364","0.3646624122549","0.62987252121212","2","0"
"Regressor
Random Forest Regressor
Random Forest Regressor with Standard Scalar
Random Forest Regressor with Robust Scalar","121","0.093982026143791","0.55125370808081","0.34714990849673","0.59679045050505","4","0"
"Mean Squared Error
102.18
90.34
76.31","37","0.36733333333333","0.55125370808081","0.47625803333333","0.59679045050505","4","0"
"D. Deep Learning","16","0.080006535947712","0.50744024848485","0.20370881928105","0.52001928888889","1","0"
"Deep learning is a paradigm which consists of state of the
art learning algorithms in various applications like computer
vision, speech recognition, natural language processing, audio
recognition and bioinformatics. The application of deep learn-
ing in the problem of ﬂight delay prediction is relatively new
[14] and hence deep learning was implemented.","355","0.080006535947712","0.4118445730303","0.49023124183007","0.49989911376263","6","1"
"The deep learning architecture implemented in our paper
is Deep Neural Network (DNN), which is an Artiﬁcial Neural
Network (ANN) with multiple hidden layers between the input
and output layers. DNNs are typically feed forward networks
in which data ﬂows from the input layer to the output layer
without looping back. Similar to shallow ANNs, DNNs can
model complex non-linear relationships and can generate com-
positional models where the object is expressed as a layered
composition of primitives. The extra layers enable composition
of features from lower layers, potentially modelling complex
data with fewer units than a similarly performing shallow
network.","663","0.080006535947712","0.23040197843434","0.49023124183007","0.40902435217172","12","1"
"The DNN was used in both the classiﬁcation and the regres-
sion process. The results achieved using the DNN Classiﬁer
and DNN Regressor are discussed in Section VI.","164","0.080006535947712","0.18481302020202","0.49023124183007","0.22758175757576","3","0"
"VI. OBSERVATIONS AND RESULTS","28","0.16527629911765","0.15864358454545","0.40497042205882","0.17122383434343","1","0"
"A. Departure Delay Prediction","29","0.50976797385621","0.61647938989899","0.71753376437909","0.62905843030303","1","0"
"The dataset was split into training data and test data in the
ratio 3:1 for the purpose of evaluating the model. The results
of the classiﬁcation stage in the model are illustrated in Table
V. The Gradient Boosting Classiﬁer performed better than the
other classiﬁers with an accuracy of 86.48%. The Receiver
Operating Characteristic (ROC) curve of the model comparing
the various classiﬁers is shown in Figure 1. To additionally
evaluate the model, K-Fold Cross Validation (K=5) and Leave-
One-Year-Out Cross Validation (LOYOCV) were performed,
the results of which are shown in Table V.","588","0.50976797385621","0.46137353219697","0.92000895849673","0.60980620896465","10","1"
"The results of the regression stage in the model are shown
in Table VII. Extra-Trees Regressor performs better than the
other regressors with an MSE value of 880.67. As discussed
in Section V, a selective training process was performed in the
regression stage. The results of Selective Training process are
shown in Table VII. It was observed that the selective training
process greatly reduced the error and the best MSE observed
was 70.16 for the Extra-Trees Regressor.","471","0.50976797385621","0.3405593965404","0.91999267973856","0.45880237633838","8","1"
"TABLE VII
DEPARTURE DELAY REGRESSION RESULTS","44","0.59551974478758","0.29902218977273","0.83424737957516","0.32040661212121","2","0"
"Regressor
MLP
Gradient Boosting
Random Forests
Extra-Trees
MLP - Selective Training
Random Forests - Selective Training
Gradient Boosting -Selective Training
Extra-Trees - Selective Training","190","0.54775490196078","0.1806651979798","0.74998967794118","0.28683337979798","9","0"
"MSE
1261.75
1218.75
1105.56
880.67
840.19
101.39
172.25
70.16","61","0.77017320261438","0.1806651979798","0.81249808006536","0.28683337979798","9","0"
"R2 score
0.012
0.055
0.223
0.314
0.200
0.919
0.863
0.944","56","0.83268464052288","0.1806651979798","0.88200639052288","0.29020404040404","9","0"
"To analyze the performance of the proposed model, accu-
racy, precision and recall were used for evaluating classiﬁca-
tion results and mean squared error (MSE) and R2 score were
used for evaluating regression results.","218","0.080006412810458","0.092479238383838","0.49024817418301","0.15034378383838","4","1"
"B. Arrival Delay Prediction","27","0.50976797385621","0.14192257171717","0.69734810424837","0.15450161212121","1","0"
"Similar to the departure delay prediction phase, the dataset
was split into training data and test data in the ratio of 3:1.
The results of the classiﬁcation stage in the model are shown","186","0.50976797385621","0.092480653409091","0.92000895849673","0.13524939078283","3","1"
"in Table VI. As seen from the table, the Gradient Boosting
Classiﬁer performs the best with 94.35% accuracy, followed
by Random Forest Classiﬁer with 94.09% accuracy. The ROC
curve of the model comparing the various classiﬁers is shown
in Figure 2. To additionally evaluate the model, K-Fold Cross
Validation (K=5) and LOYOCV were performed, the results
of which are documented in Table VI.","390","0.080006535947712","0.83212371116162","0.49023124183007","0.93527938989899","7","1"
"The results of the regression stage in the model are shown
in Table VIII. Extra-Trees Regressor performs the best with an
MSE value of 68.31, signifying that this regressor can predict
the delay value in minutes with an error of approximately
8 minutes. As discussed in Section V, a selective training
process was performed in the regression stage, the results
of which are shown in Table VIII. By considering a single
airport-destination pair (ATL-CLT), the number of datapoints
were signiﬁcantly reduced to 20,000. It was observed that the
selective training process greatly minimized the error, resulting
in an MSE value of 26.36 for the Extra-Trees Regressor.","663","0.080006535947712","0.66631309007576","0.49024752058824","0.8298443890404","11","1"
"TABLE VIII
ARRIVAL DELAY REGRESSION RESULTS","43","0.60359927369281","0.91196184001263","0.82616731421569","0.93334726868687","2","0"
"egressor","8","0.56067329526144","0.88970951616162","0.60387071633987","0.89977277373737","1","0"
"R
¯
Gradient Boosting
MLP
Random Forests
Extra-Trees
MLP - Selective Training
Gradient Boosting - Selective Training
Random Forests - Selective Training
Extra-Trees - Selective Training","185","0.55198692810458","0.79360598080808","0.75877976781046","0.89977277373737","10","0"
"MSE
89.26
87.83
75.99
68.31
70.41
69.42
45.99
26.36","51","0.77896405228758","0.79360598080808","0.80826589052288","0.89977277373737","9","0"
"R2 score
0.929
0.931
0.930
0.943
0.933
0.938
0.952
0.985","56","0.82845261437908","0.79360598080808","0.87777436437908","0.90314343434343","9","0"
"TABLE IX
DEEP LEARNING RESULTS","30","0.64148973553922","0.74850623333333","0.78827679133987","0.7698901979798","2","0"
"rediction","9","0.56473133756536","0.72674486969697","0.61102824197712","0.73680812727273","1","0"
"P
¯
Departure Delay Prediction
Arival Delay Prediction","54","0.55749183006536","0.70208956666667","0.7033108001634","0.73680812727273","4","0"
"Classiﬁcation
78.31%
81.61%","27","0.72349509803922","0.70208956666667","0.79440554656863","0.73680812727273","3","0"
"Regression
892 MSE
110 MSE","26","0.81458986928105","0.70208956666667","0.87226890996732","0.73680812727273","3","0"
"DNN performs poorly due to the fact that the training data for
the network is small in size.","92","0.50976797385621","0.64206510169192","0.92000895849673","0.66974024848485","2","1"
"Fig. 1. ROC curve for Departure Delay Prediction","48","0.14825490196078","0.42682946565657","0.42198616323529","0.43689272323232","1","0"
